tile,n_pixels,rmse,mae,bias,r2,true_mean,true_std,pred_mean,cci_sd_mean,cci_sd_rms,frac_sd_gt0,rmse_over_cci_sd,frac_within_1sd,frac_within_2sd
lat+58.2852_lon+012.5222_00090,65536,24.33262825012207,18.260812759399414,12.303455352783203,0.7708059695342511,62.931121826171875,50.826168060302734,75.23457336425781,23.846527099609375,31.376693725585938,0.7806396484375,0.7755000591278076,0.6367279124315872,0.8076231430805316
lat+66.8264_lon+018.5050_00072,65536,24.534141540527344,18.338346481323242,11.109457969665527,0.4678303653489423,41.7286376953125,33.6314697265625,52.838096618652344,23.382156372070312,30.192731857299805,0.689117431640625,0.8125843405723572,0.7311013684070679,0.9679597892033125
lat+62.0584_lon+016.9607_00043,65536,24.55034828186035,19.173641204833984,0.37498560547828674,0.6085973241657122,81.18247985839844,39.24151611328125,81.55746459960938,50.39973449707031,56.094905853271484,0.913421630859375,0.43765735626220703,0.9090742040025391,0.959306404730881
lat+58.2369_lon+015.1494_00071,65536,25.041671752929688,19.27618408203125,-6.818757057189941,0.8138949232282772,93.31106567382812,58.04759216308594,86.4923095703125,39.1943359375,46.34416198730469,0.8424072265625,0.5403414368629456,0.8550210114476163,0.9342486596145486
lat+64.3596_lon+016.5273_00041,65536,25.650880813598633,20.038177490234375,18.761951446533203,0.2737458707476128,37.020416259765625,30.099411010742188,55.782371520996094,17.9066162109375,23.03400421142578,0.908233642578125,1.1136093139648438,0.45981317832062096,0.7567286045495784
lat+59.2319_lon+011.9588_00012,65536,25.704343795776367,20.213438034057617,6.205612659454346,0.76849827982858,72.32914733886719,53.42313766479492,78.53475952148438,26.50592041015625,33.07075119018555,0.7911834716796875,0.7772530913352966,0.7120402692329946,0.8562419239744653
lat+59.9203_lon+018.5129_00082,65536,26.041481018066406,20.12439727783203,12.667864799499512,0.730063248700479,84.00222778320312,50.12272644042969,96.67008972167969,44.683135986328125,52.18947982788086,0.8330535888671875,0.49897950887680054,0.8831028482461764,0.9264401501969045
lat+63.9657_lon+015.8521_00040,65536,26.351301193237305,20.22836685180664,17.124958038330078,0.5579140235968733,51.27388000488281,39.63224792480469,68.39883422851562,28.304443359375,35.813011169433594,0.7879638671875,0.7358024716377258,0.710573199070488,0.8897753679318358
lat+64.7169_lon+016.6411_00067,65536,26.416351318359375,20.703277587890625,17.059032440185547,0.29459714272510895,50.581939697265625,31.452430725097656,67.6409683227539,29.807174682617188,35.03581237792969,0.8948974609375,0.7539814114570618,0.7634872459418905,0.9469035602237076
lat+59.4753_lon+013.5214_00057,65536,26.5648136138916,20.179367065429688,-4.1898322105407715,0.7913863412744998,73.337646484375,58.16147232055664,69.14781188964844,32.353057861328125,41.248470306396484,0.7491455078125,0.644019365310669,0.8098826788333062,0.9288333061756558
lat+57.4600_lon+015.2780_00013,65536,26.596168518066406,21.01325225830078,-8.712409973144531,0.7605976525220308,94.30685424804688,54.35692596435547,85.59445190429688,48.5958251953125,55.914798736572266,0.875579833984375,0.4756552577018738,0.8929978041894671,0.9542190930953958
lat+63.1090_lon+017.7733_00044,65536,26.692169189453125,20.786197662353516,9.43039608001709,0.5854338172308033,63.61102294921875,41.455955505371094,73.04141998291016,43.161224365234375,51.73047637939453,0.815887451171875,0.515985369682312,0.8507387319992519,0.9267813727323733
lat+56.4476_lon+013.4045_00077,65536,27.06122398376465,21.54107666015625,15.064910888671875,0.606240520020581,69.47698974609375,43.12527847290039,84.54190063476562,29.401199340820312,35.3017578125,0.9379119873046875,0.7665687203407288,0.640880472448631,0.8348219369743114
lat+57.1689_lon+014.6333_00080,65536,27.149248123168945,21.012849807739258,-7.640009880065918,0.7494902409371833,81.43609619140625,54.243221282958984,73.79608154296875,43.03504943847656,51.664817810058594,0.819854736328125,0.5254881381988525,0.871747627024009,0.9444258328680439
lat+63.1506_lon+018.3136_00093,65536,27.373031616210938,22.409706115722656,15.32076644897461,0.3799852443937686,82.20866394042969,34.763370513916016,97.52943420410156,47.11695861816406,50.7801628112793,0.94085693359375,0.5390496850013733,0.8986701265001622,0.9729970807654882
lat+58.0973_lon+013.3579_00061,65536,27.63087272644043,20.82788848876953,16.1035099029541,0.7016010462823046,46.058380126953125,50.581993103027344,62.161888122558594,21.372268676757812,32.80265808105469,0.669647216796875,0.8423364162445068,0.5488538486077564,0.697056008749943
lat+58.1751_lon+015.8133_00009,65536,27.699508666992188,22.0152587890625,-8.561653137207031,0.7542885626627364,83.19108581542969,55.88038635253906,74.62943267822266,42.32255554199219,51.17905807495117,0.8164520263671875,0.541227400302887,0.861027529108341,0.9281589324761246
